"Month","SO_nitrate","SO_ammonia","SO_phyt","SO_detritus","D_nitrate","D_ammonia","D_phyt","D_detritus","SI_nitrate","SI_ammonia","SI_phyt","SI_detritus","RIV_nitrate","RIV_ammonia","RIV_detritus","SO_ATM_nitrate_flux","SO_ATM_ammonia_flux","SI_ATM_nitrate_flux","SI_ATM_ammonia_flux","SI_other_nitrate_flux","SI_other_ammonia_flux","SO_other_nitrate_flux","SO_other_ammonia_flux","DO_nitrate","DO_ammonia","DO_detritus"
1,11.3154889947741,0.228078514973154,0.00022266477314753,0.113512116935823,12.3512033745384,0.183018199228101,3.62265899961954e-05,0.0816233694982872,13.4520204381889,0.230651746811878,0.000821257783952837,0.138865937203663,17.8542879433668,1.9838097714852,0,0.0216188481486704,0.0100298914321614,0.0370532312157196,0.0211001812307287,0,0,0,0,13.3150178172022,0.143758469895416,0.0547304787969185
2,11.7430049380156,0.211833285704765,3.57421929211161e-05,0.0727555585896902,12.3458946722292,0.177101974158854,6.52696871406017e-06,0.0563783150242095,13.8075299514033,0.22626919995555,0.000305508149913414,0.094329508144706,18.3770207770678,2.04189119745197,0,0.0298063051816947,0.0180137626236467,0.044724330935892,0.0284534599719411,0,0,0,0,13.277007211481,0.141291474480341,0.0239787180597884
3,11.8528729771719,0.198054698132491,1.15777140780659e-05,0.0445170423527594,12.3767454982352,0.170448080246694,1.573712278686e-06,0.0390688210575077,14.8443674618761,0.223591292723605,0.000911400640261704,0.0552793549127798,18.9569884447296,2.1063320494144,0,0.0263847683924043,0.0190495957045339,0.0399770190118141,0.0275504215979539,0,0,0,0,13.2328413566059,0.138432869065987,0.0140437120025118
4,11.9794263127843,0.187041906947056,3.87648763089176e-05,0.0275381117036038,12.3746719905003,0.164774478402951,1.27218375415257e-06,0.0280108358908056,14.8764942189977,0.219624686525923,0.0382592427009152,0.0291940776479538,16.9398902630779,1.88221002923087,0,0.0189039558689627,0.0134504312420234,0.0286738321717296,0.0190269821027796,0,0,0,0,13.2106476032358,0.136504841163158,0.0109056250800017
5,11.979792075101,0.182118717537563,0.059090231608797,0.0158697619626336,12.4179296925833,0.157318212956762,2.23209965869242e-05,0.0201077529062795,12.7576102319848,0.36688519021964,1.56461474061819,0.207334751768159,12.9196467963274,1.43551631070304,0,0.0116788386438792,0.00762729686484622,0.0212970118220043,0.0154827181364305,0,0,0,0,13.2151113854362,0.133361002895559,0.00966019135640274
6,9.6672157720559,0.284299464049447,1.3502085016844,0.306755597302797,12.4311330747571,0.153122223861118,0.000684584244873788,0.0183831021030301,10.1278904562553,0.534701167327453,1.51335805353567,1.54487175855129,11.9362641777819,1.3262515753091,0,0.0095873241431065,0.00610459463796504,0.0204709973851485,0.0130943704529532,0,0,0,0,13.2106594715222,0.131753193457509,0.00904179096840831
7,7.80617699963494,0.438157266380103,1.06244761673795,1.20487323282792,12.4702972712876,0.149422719722594,0.000850381062785931,0.0719757706409493,8.62384379647515,0.582923474165081,0.910830803229948,2.36086567597988,11.3868741809755,1.26520824233061,0,0.010407771990304,0.00777148975870542,0.0273277278497426,0.019738860067106,0,0,0,0,13.2039380884844,0.128286072783094,0.0123158156225644
8,6.5887580540004,0.477019035396547,0.749780756999352,1.4033924539483,12.4816593249967,0.154014074940242,0.000400016798776617,0.211385027899768,7.92038460905929,0.526206298013008,0.576058640058407,1.80958767319749,11.7279547059929,1.30310607844366,0,0.0101755014277377,0.00670559683917648,0.0195772172139239,0.0126316841940657,0,0,0,0,13.1985453722136,0.12583610055134,0.0446952911640493
9,6.77322839055147,0.456219275192011,0.378974463173237,0.989647847531968,12.4672077311877,0.167973680325173,0.000242051799166024,0.283557563889066,6.94922513118801,0.472592543450273,0.41036375532839,1.17960991295063,13.9193559261697,1.54659510290774,0,0.0155591433646069,0.0122496735356334,0.031881681126025,0.0277409256095924,0,0,0,0,13.2263885423124,0.127312421733793,0.101631675694572
10,7.42256827461878,0.381505541791417,0.14487753659988,0.538309690237907,12.4989870554481,0.180745278957076,0.000343114799092696,0.262422674754931,7.06347520873958,0.414318138162751,0.236986316128005,0.71507167605996,15.0445658343097,1.67161842603441,0,0.0191358584744681,0.0126015603436463,0.0276565566063843,0.0196507561110681,0,0,0,0,13.2279058428978,0.133517335603621,0.158196501737455
11,8.60156709975898,0.299882771027227,0.0248790253347076,0.27283832688595,12.4835590658278,0.185664827859695,0.000373642028703138,0.186140566534829,8.24024978958927,0.31653100341395,0.0543095901145793,0.39940494036215,15.7467865822654,1.74964295358504,0,0.0184437741399817,0.00979183149331855,0.0345462160776295,0.0214112942875733,0,0,0,0,13.2323559964632,0.138642952323549,0.1760691953277
12,10.0475203763324,0.25386813972665,0.00267241559889933,0.165086182397237,12.4003069497333,0.18518185167849,0.000164405284694451,0.12095028482705,11.0195910847036,0.257002964421752,0.00670790419514492,0.237377331426207,16.4269673700852,1.82521859667614,0,0.0249642816897247,0.0123106223601167,0.0379007504952531,0.019629057439562,0,0,0,0,13.2496192127735,0.143274574037659,0.125167346942778
